media_id,title,genres,release_date,avg_rating,total_episodes,total_seasons,status,release_format,show_runner,media_type,create_time,update_time
a75ed45a-7eab-4fad-853a-ba64241451a8,Various those,['Horror'],2010-01-23,7.3,179,18,Ended,Weekly,Isaac Sherman,Serie,2025-02-26,2025-02-26
7f898393-340d-40cf-849c-043d8cf23639,Again character account,['Drama'],1998-02-19,4.6,171,17,Running,Binge,Sarah Chavez,Serie,2025-02-26,2025-02-26
e770cca6-b5af-4168-a200-e646e4dca049,Language travel,"['Action', 'Fantasy', 'Drama']",2005-10-20,8.2,68,12,Canceled,Binge,Gregory Freeman,Serie,2025-02-26,2025-02-26
53c2c6f2-f870-49ee-ba8c-1b23d58e1af3,Structure season machine,"['Sci-Fi', 'Animation']",2022-03-12,5.2,176,17,Ended,Binge,Brenda Williams,Serie,2025-02-26,2025-02-26
31d1d6fc-902c-4e57-80c8-57be7a8ab19d,Society especially should,['Horror'],2002-04-28,1.0,186,1,Upcoming,Weekly,Christina Mills MD,Serie,2025-02-26,2025-02-26
f03b01e6-b353-4b23-b41c-bf2afcb91a11,Part concern explain,"['Thriller', 'Sci-Fi']",2015-03-24,4.1,172,12,Running,Weekly,Emily Benson,Serie,2025-02-26,2025-02-26
3fdc77d4-75a3-4143-8b1e-c034e59adb51,Language themselves,"['Comedy', 'Drama']",1997-07-30,5.7,57,15,Canceled,Hybrid,Joshua Williams,Serie,2025-02-26,2025-02-26
8e79f568-dd32-409f-ba72-389a04c0df36,Impact director,['Drama'],1997-09-27,8.4,56,19,Ended,Weekly,William Brock,Serie,2025-02-26,2025-02-26
ba79442d-70e2-45a2-b62e-8e052fc155c1,Decide field foot,"['Comedy', 'Thriller', 'Adventure']",2021-01-18,8.2,179,11,Running,Hybrid,Brandon Gutierrez,Serie,2025-02-26,2025-02-26
3a73a846-0b80-499a-9ef9-a9fc0e40c04d,Knowledge baby,"['Sci-Fi', 'Adventure', 'Fantasy']",2008-04-05,7.2,23,7,Ended,Hybrid,Eddie Fisher,Serie,2025-02-26,2025-02-26
a3b6871a-e153-4c36-a00c-06828b1f8b9f,Player age himself,['Drama'],2009-01-28,9.6,23,20,Upcoming,Binge,Brian Jordan,Serie,2025-02-26,2025-02-26
7eac2424-3178-4786-a565-f41579238007,Increase,"['Adventure', 'Comedy', 'Thriller']",1997-09-16,3.9,54,9,Canceled,Weekly,Kristopher Foster,Serie,2025-02-26,2025-02-26
9138a1a5-1c1f-4faf-b780-45566a78b677,Lay radio avoid,"['Mystery', 'Sci-Fi', 'Thriller']",2002-12-08,6.8,161,7,Upcoming,Weekly,Ashley Contreras,Serie,2025-02-26,2025-02-26
bb78d582-e7dc-41fd-ae2e-c41a2dac3ade,Nearly six newspaper,"['Adventure', 'Fantasy']",2005-01-09,2.0,198,4,Canceled,Weekly,Ryan Bennett,Serie,2025-02-26,2025-02-26
81d6de69-d17d-4f9b-9a32-cde5fc92cedc,Put rock,['Fantasy'],2018-02-25,8.8,147,7,Ended,Weekly,Alexis Middleton,Serie,2025-02-26,2025-02-26
7c40caf4-6fb4-4e03-9d53-71962ffa297c,In third,"['Sci-Fi', 'Comedy']",2008-06-20,7.9,61,3,Upcoming,Hybrid,Diane Sanchez,Serie,2025-02-26,2025-02-26
b0348da3-783c-4fcf-8f48-c4bf08c02a37,First federal,"['Drama', 'Horror', 'Sci-Fi']",2005-08-17,6.0,28,16,Ended,Weekly,Gina Griffin,Serie,2025-02-26,2025-02-26
5292d5da-2700-4c36-90bd-c80d83b37b6e,Above,"['Adventure', 'Horror']",2002-11-17,9.6,150,6,Ended,Hybrid,Nicholas Nguyen,Serie,2025-02-26,2025-02-26
440884d1-80cf-4458-87c7-9e06a29477b9,Possible step hot,"['Fantasy', 'Comedy', 'Adventure']",1995-05-12,5.9,163,13,Canceled,Hybrid,Brandon Stevens,Serie,2025-02-26,2025-02-26
354dce50-01c8-48b1-8f21-8f608f4aa3ef,Large me outside,"['Drama', 'Adventure', 'Action']",2024-04-23,1.4,136,17,Running,Binge,Randy Howard,Serie,2025-02-26,2025-02-26
f4f9e9fb-fade-439e-be12-a9f90302f2c2,Rate contain appear,['Drama'],2001-04-19,8.5,161,20,Upcoming,Binge,Jennifer Powell,Serie,2025-02-26,2025-02-26
e949dc6e-b570-4bd9-8fa0-c4fe911d1fda,Individual news,"['Drama', 'Comedy']",2012-10-25,9.8,178,10,Running,Binge,Robert Jackson,Serie,2025-02-26,2025-02-26
67ebac86-73d5-4e2d-bca8-704e83d2de09,Project white,['Adventure'],2005-01-24,9.8,50,17,Running,Binge,Traci Young,Serie,2025-02-26,2025-02-26
29bf8222-ed44-455b-bf88-228d882876b9,Ahead treat option,"['Animation', 'Horror', 'Mystery']",2008-04-26,5.0,53,9,Upcoming,Weekly,Daniel Walker,Serie,2025-02-26,2025-02-26
9bc6a4fd-7976-4c56-a01a-5cc09b17a69a,Force join market deep,"['Comedy', 'Fantasy', 'Horror']",2012-07-26,1.3,111,9,Running,Hybrid,Caitlin Martin,Serie,2025-02-26,2025-02-26
486cc5f5-6a62-421e-be88-f12455973e6d,Fact two,['Adventure'],2005-12-19,9.0,83,5,Running,Weekly,Travis Smith,Serie,2025-02-26,2025-02-26
6a8d9b16-61e4-4a37-a57c-7ea0ef1db706,Appear wear design,"['Drama', 'Adventure', 'Thriller']",2009-03-07,9.4,67,19,Running,Weekly,Nicholas Hampton,Serie,2025-02-26,2025-02-26
d1cb48d7-8146-4c7b-ab9c-267927b73f51,Stage show,"['Thriller', 'Action']",2022-06-26,1.9,121,12,Upcoming,Hybrid,Sheri Price,Serie,2025-02-26,2025-02-26
7c9a7b2f-f953-48e9-ab66-8dbcd7f0f51f,Similar future,"['Fantasy', 'Thriller']",2006-02-05,6.2,198,20,Running,Weekly,Lisa Goodman,Serie,2025-02-26,2025-02-26
bd3e6323-425f-47b5-9995-cf4aaf6730f1,Still newspaper send,"['Comedy', 'Drama', 'Thriller']",2014-04-27,3.2,57,19,Running,Weekly,Melissa Fernandez,Serie,2025-02-26,2025-02-26
da1b4424-b3ad-4484-b9cb-7c83e771ac17,Mouth four either,['Adventure'],2012-06-03,9.5,155,9,Ended,Hybrid,Curtis Fox,Serie,2025-02-26,2025-02-26
c2c3185d-4182-4231-852a-2bd351a2bf30,Investment court offer,['Mystery'],2020-07-11,7.6,193,10,Ended,Binge,David Mccall,Serie,2025-02-26,2025-02-26
5b2e3361-a2e2-46fd-89b3-80dcbc3a3fdb,Per together teach,"['Action', 'Fantasy', 'Comedy']",1997-07-22,1.8,19,13,Upcoming,Binge,Stacey Murray,Serie,2025-02-26,2025-02-26
0f5adcf5-129f-406e-9794-0cdfc9b74b2d,Option ever allow,"['Horror', 'Comedy', 'Drama']",2009-11-24,1.1,85,14,Ended,Weekly,Frank Small,Serie,2025-02-26,2025-02-26
ed1e0bde-97d3-4846-a922-386b2dafce36,Particularly strategy should,"['Mystery', 'Adventure']",2022-07-07,6.9,121,17,Ended,Hybrid,Michael Wilkins,Serie,2025-02-26,2025-02-26
58cf1b85-2234-4ccf-aacd-94e3441f6f14,Involve year,"['Sci-Fi', 'Horror']",2014-12-02,1.8,80,5,Ended,Weekly,Debbie Romero,Serie,2025-02-26,2025-02-26
a6701176-9c97-44ca-8c07-651ab2859ede,Fire third amount everybody,['Thriller'],1997-11-02,6.2,136,18,Canceled,Hybrid,Karl Avila,Serie,2025-02-26,2025-02-26
a2744212-6c40-487c-84a1-c091cc8a1630,Most religious mother,"['Action', 'Adventure', 'Fantasy']",2010-04-17,2.2,29,4,Canceled,Hybrid,Joshua Gomez,Serie,2025-02-26,2025-02-26
06307c75-01e3-4461-a89d-9799b523807a,Word meet,"['Action', 'Thriller', 'Sci-Fi']",1996-03-22,7.6,195,13,Ended,Weekly,Joseph Greer,Serie,2025-02-26,2025-02-26
f8d99127-d03e-4c63-8757-b13544ccc77d,Second new,"['Action', 'Mystery', 'Sci-Fi']",1998-09-10,4.3,166,4,Ended,Weekly,Dylan Patterson,Serie,2025-02-26,2025-02-26
a976f67f-0ffb-4e8a-968a-a739eb9c0601,Save strategy education,"['Action', 'Adventure']",2001-10-28,2.8,119,19,Ended,Weekly,William White,Serie,2025-02-26,2025-02-26
3b2ea1da-a3e5-4463-adb7-9063356f08c2,Office write,['Drama'],2019-12-16,2.3,98,15,Canceled,Weekly,Kelly Jackson,Serie,2025-02-26,2025-02-26
482cdeb6-e27d-4c06-bf90-561abe67c145,On ten small,['Mystery'],2009-01-04,3.3,32,12,Upcoming,Hybrid,Gregory Johnson,Serie,2025-02-26,2025-02-26
53320e76-8634-4c48-9863-dae70b0984b5,Left floor,"['Drama', 'Thriller']",2010-01-03,6.4,130,4,Upcoming,Hybrid,Chelsea Santos,Serie,2025-02-26,2025-02-26
ec34b5a8-251d-4ed5-a73d-4cc723a523a5,Situation democratic generation,"['Drama', 'Mystery']",2003-07-22,7.5,151,7,Canceled,Weekly,Mark Ramirez,Serie,2025-02-26,2025-02-26
83809b09-1db5-4d60-be23-3be11ad5e01c,Walk owner,"['Fantasy', 'Horror']",2015-04-02,3.6,151,7,Upcoming,Binge,Patricia Harvey,Serie,2025-02-26,2025-02-26
aeb1d764-5736-4bc4-b741-67368799747e,Store admit,"['Fantasy', 'Mystery']",2022-11-22,8.4,110,20,Running,Weekly,Sierra Pitts,Serie,2025-02-26,2025-02-26
b4edf9b4-7657-44fd-ade6-8a3607d8b611,Act second,"['Sci-Fi', 'Mystery', 'Adventure']",2014-02-19,9.9,172,20,Ended,Binge,Nicole Torres,Serie,2025-02-26,2025-02-26
017d5eb9-a86c-408d-815f-805120186761,Address by defense,"['Sci-Fi', 'Adventure', 'Fantasy']",2023-02-08,9.5,125,1,Upcoming,Hybrid,Erika Pugh,Serie,2025-02-26,2025-02-26
b08e4cff-1cc9-4e5d-9652-35ba8bc73fee,Method happy central maintain,"['Drama', 'Horror']",2004-07-11,3.5,181,13,Running,Weekly,Eric Chambers,Serie,2025-02-26,2025-02-26
79779b00-ef87-42e4-b159-0141b3c2e451,Best,['Comedy'],2016-03-21,7.0,18,19,Canceled,Binge,Elizabeth Rangel,Serie,2025-02-26,2025-02-26
8664a076-6c8a-443e-a7e3-6dd625995869,Half increase budget language,"['Adventure', 'Mystery']",2005-09-10,9.2,16,5,Running,Binge,Leslie Dominguez,Serie,2025-02-26,2025-02-26
99af43c8-4f1d-468e-8c59-b0cea819c987,Finally assume,['Horror'],2002-08-30,8.5,127,15,Running,Hybrid,Adam Taylor,Serie,2025-02-26,2025-02-26
17cc9877-f279-47ec-a889-6f1aac937fe1,When serve young,['Mystery'],2013-05-13,4.9,91,9,Canceled,Hybrid,Ryan Hernandez,Serie,2025-02-26,2025-02-26
cb81312b-645b-4027-aba0-228dc11aaef1,Reveal above,"['Mystery', 'Adventure']",2003-07-10,6.0,144,8,Running,Binge,Heidi Davila,Serie,2025-02-26,2025-02-26
966358eb-7b68-44c5-bc62-2a971c3b7ac6,Police key week,"['Adventure', 'Sci-Fi']",2008-12-10,9.3,92,20,Canceled,Binge,Corey Green,Serie,2025-02-26,2025-02-26
02afd759-ed65-4672-b7dc-2928f203e1cf,Across,"['Sci-Fi', 'Action', 'Animation']",2000-10-30,4.3,103,13,Running,Binge,Brandy Jackson,Serie,2025-02-26,2025-02-26
8f74b0c9-0d1a-40fc-8000-644396deb527,Recognize my throughout,['Thriller'],1997-06-18,8.2,12,3,Ended,Weekly,Patricia Rivera,Serie,2025-02-26,2025-02-26
b7c066cd-9460-41b2-b8be-eca309faea1a,Free ground,"['Drama', 'Horror', 'Sci-Fi']",2005-07-09,8.4,40,10,Running,Weekly,Dawn Cochran,Serie,2025-02-26,2025-02-26
b3bf7ac5-0e6f-466b-b445-c584e3b36604,Fine hear accept,"['Fantasy', 'Thriller']",2015-03-30,2.4,191,10,Running,Weekly,Tracy Johnson,Serie,2025-02-26,2025-02-26
55d5cef2-3bcf-468f-9a0f-1e06f5f8a66d,Your billion represent,"['Fantasy', 'Action']",2023-03-05,1.5,22,4,Upcoming,Weekly,Cheryl Guzman,Serie,2025-02-26,2025-02-26
e730f28d-3ed0-48b7-bf11-30b76fc8ae45,Lead participant,"['Action', 'Horror']",2000-07-01,4.7,55,8,Upcoming,Weekly,Sydney Norman,Serie,2025-02-26,2025-02-26
e2bfe95c-501b-4f66-8399-53a7089ea3f6,Perform piece star,"['Comedy', 'Action', 'Drama']",2016-06-22,3.5,170,16,Ended,Hybrid,Kevin Wright,Serie,2025-02-26,2025-02-26
6e1739cd-8c24-41cb-8c8d-6b0bf9f99b88,Least,"['Fantasy', 'Comedy']",1996-10-04,9.2,25,19,Running,Hybrid,Seth Harris,Serie,2025-02-26,2025-02-26
28c9f8b9-686d-4532-9e01-c661e74a7dbd,May expert last,"['Sci-Fi', 'Animation', 'Horror']",2010-05-14,7.9,96,5,Running,Binge,Natalie Steele,Serie,2025-02-26,2025-02-26
106fed96-ec5c-436e-8cbb-3b315b927508,His stand produce,"['Adventure', 'Sci-Fi']",2001-03-20,9.5,158,19,Running,Hybrid,Justin Meyer,Serie,2025-02-26,2025-02-26
35d05365-24e5-4735-81df-caa74ad6fa06,Many,['Animation'],2017-10-08,3.7,167,17,Upcoming,Weekly,Kyle Rogers,Serie,2025-02-26,2025-02-26
87527385-8da3-406f-836b-186382b16ced,Audience report lose indicate,"['Drama', 'Adventure', 'Thriller']",2011-10-13,9.6,153,5,Upcoming,Binge,Kellie Gonzalez,Serie,2025-02-26,2025-02-26
470e4e65-db9f-4e00-a1ae-9c55b044d43a,Although thus,"['Adventure', 'Action']",2004-04-27,5.2,168,11,Canceled,Weekly,Mark Wright,Serie,2025-02-26,2025-02-26
d15d7548-d4f4-468d-b9eb-9f7720d88946,Suddenly yeah pretty,"['Sci-Fi', 'Mystery', 'Animation']",2009-07-17,5.0,9,20,Upcoming,Weekly,Amy Cooke,Serie,2025-02-26,2025-02-26
8893a2d2-624d-4967-b066-29e55207efcf,Thank specific,"['Action', 'Animation']",2012-10-21,8.0,197,17,Ended,Hybrid,Troy Rowe,Serie,2025-02-26,2025-02-26
0e2420be-a19a-40a5-92b0-45cafa7eceb7,Child true nearly specific,['Thriller'],2024-08-28,5.3,97,15,Ended,Weekly,Shelby Singleton,Serie,2025-02-26,2025-02-26
9a4ee586-ae32-4832-8b9f-79ab6fa0c440,She particularly,"['Fantasy', 'Sci-Fi']",1996-12-13,6.5,162,2,Canceled,Binge,Cindy Cortez,Serie,2025-02-26,2025-02-26
2454357c-1fd0-439e-b04c-8d031f6ee686,Skill among possible,['Sci-Fi'],2021-05-13,5.4,190,16,Canceled,Binge,Steve Cole,Serie,2025-02-26,2025-02-26
32838230-a027-4ed8-b033-be2aeab439bd,Although thus,"['Mystery', 'Drama', 'Adventure']",2014-02-14,4.2,58,11,Canceled,Hybrid,Alison Nelson DVM,Serie,2025-02-26,2025-02-26
90f13ab2-c2aa-4c0f-8853-b963f558c844,Glass director,['Horror'],2007-02-07,7.1,80,8,Canceled,Weekly,Crystal Mcmahon,Serie,2025-02-26,2025-02-26
b3c9b8db-07bc-45a7-8692-2c3430eed1bf,Provide reveal lot,"['Thriller', 'Mystery']",2000-01-28,1.8,186,18,Canceled,Binge,Rita Meyers,Serie,2025-02-26,2025-02-26
701a4d48-f127-4402-a731-59b4a2998a33,Very choice treat,['Mystery'],2007-05-29,6.7,26,12,Running,Binge,Kristy Ferrell,Serie,2025-02-26,2025-02-26
570e35dd-3150-447e-af4d-10a23db91362,Administration lead,['Comedy'],2010-01-19,2.7,23,11,Upcoming,Binge,Gregory Mcintyre,Serie,2025-02-26,2025-02-26
fa223f76-75c8-4ee2-af3b-538ad3dfbd88,Air part exist,"['Thriller', 'Mystery']",2011-12-04,4.8,89,10,Upcoming,Weekly,Cheyenne Mendoza,Serie,2025-02-26,2025-02-26
f90e7dd5-f9c3-4034-8349-734d2db890c0,Seek ago organization,"['Drama', 'Action']",1996-03-11,5.9,111,1,Canceled,Binge,Ryan Brown,Serie,2025-02-26,2025-02-26
0e6fc7a2-0b14-4a0b-8c27-ea6f0234fbb1,Herself north,['Comedy'],2006-06-18,4.8,22,3,Ended,Weekly,Judy Keith,Serie,2025-02-26,2025-02-26
46146379-20fb-4175-921a-12feaf0d2382,Stuff school kid,['Fantasy'],2005-09-02,1.4,23,3,Running,Binge,Jeremy Murphy,Serie,2025-02-26,2025-02-26
7f91e0c0-fa2f-4ac0-8576-b9b41508d78c,Cause force,"['Thriller', 'Horror']",2012-05-19,8.8,154,9,Ended,Weekly,Ashley Singleton,Serie,2025-02-26,2025-02-26
266cc311-7bf1-4e22-aa97-bc2b322c86d5,Sense information,['Mystery'],2001-07-04,3.6,41,18,Ended,Weekly,Jonathan Garcia,Serie,2025-02-26,2025-02-26
8cee4f55-b424-4a9d-8a73-65802fa32fc1,Ground,['Comedy'],2009-07-14,7.3,199,10,Running,Hybrid,Pamela Webster,Serie,2025-02-26,2025-02-26
9bc1b052-2545-4554-8a82-dc7d4d9a4430,Young identify,"['Sci-Fi', 'Fantasy', 'Comedy']",1999-05-01,8.3,79,10,Ended,Hybrid,Andrew Williams MD,Serie,2025-02-26,2025-02-26
e69d1ae9-040e-47ac-8ebd-ef9e7051e371,Rather particularly,"['Action', 'Mystery', 'Comedy']",1999-11-17,4.8,20,11,Canceled,Weekly,Sandra Blair,Serie,2025-02-26,2025-02-26
ff40f75b-cd39-4ce9-add2-e9ad49cfa6fc,Sport then,"['Drama', 'Sci-Fi']",2010-02-27,7.9,52,20,Ended,Hybrid,Alicia Skinner,Serie,2025-02-26,2025-02-26
d25c04b4-ec35-4b36-aef4-112d81f1c702,Money commercial wonder network,"['Action', 'Mystery']",2010-04-02,2.8,174,11,Running,Hybrid,Andrew Rowe,Serie,2025-02-26,2025-02-26
f8904d98-92ce-4286-880b-6c2db1507ec9,Enjoy wrong,"['Animation', 'Action', 'Mystery']",2006-06-23,3.9,186,12,Running,Binge,Lauren Hardy,Serie,2025-02-26,2025-02-26
f5cca23e-1b38-4e9a-9b18-d1cec83014a8,Talk prepare,"['Thriller', 'Action']",2023-12-06,3.6,52,18,Running,Binge,Daniel Williams,Serie,2025-02-26,2025-02-26
41cc070e-68b4-45fc-a14e-571c8281cace,Reveal common tonight,"['Sci-Fi', 'Drama']",2001-07-03,7.1,200,3,Running,Weekly,Jennifer Stone,Serie,2025-02-26,2025-02-26
6c488eba-e7d8-4f59-81a9-4ec739751c9a,Mission president,['Fantasy'],1999-08-25,5.9,84,1,Ended,Binge,Randall Allen,Serie,2025-02-26,2025-02-26
9305e10f-3843-47a9-b492-9789e7661a02,Wide radio major,"['Animation', 'Thriller']",1996-01-08,1.5,79,2,Upcoming,Weekly,Kimberly Herring,Serie,2025-02-26,2025-02-26
331add1d-4633-4cf9-b10e-4e9e7e041f6c,Industry that four,"['Sci-Fi', 'Action', 'Animation']",2024-03-29,8.9,144,19,Canceled,Binge,Ashley Schultz,Serie,2025-02-26,2025-02-26
89a60b40-bec7-4946-8646-a53d852a5c8f,Up quite like,"['Animation', 'Mystery', 'Thriller']",2011-03-28,8.0,159,1,Upcoming,Binge,Tracey Cruz,Serie,2025-02-26,2025-02-26
04a15cf3-f77d-4b7a-98a8-5dbbe46c3466,Own miss road,"['Animation', 'Sci-Fi', 'Fantasy']",2014-08-22,9.8,80,14,Canceled,Weekly,Charles Fields,Serie,2025-02-26,2025-02-26
8334373e-a113-4b46-b8e9-1e3687c008d3,No north project these,"['Horror', 'Drama', 'Animation']",2005-05-06,8.8,35,10,Upcoming,Hybrid,Sandra Allen,Serie,2025-02-26,2025-02-26
c9c0ab02-110a-4925-a9cf-0ec0e9b28971,Describe public time,['Horror'],2002-07-21,3.3,172,13,Upcoming,Hybrid,Michael Miller,Serie,2025-02-26,2025-02-26
18fef216-27c7-458a-8c61-3a667a8cbaba,College whole,"['Fantasy', 'Horror', 'Thriller']",2008-07-05,9.3,115,18,Canceled,Weekly,Tonya Castro,Serie,2025-02-26,2025-02-26
f2527fd3-3c3a-409c-add2-f31b5fe63e8e,Economic family international,"['Fantasy', 'Action', 'Thriller']",2021-09-06,2.0,41,16,Ended,Weekly,Andrew Gordon,Serie,2025-02-26,2025-02-26
621826b2-7df0-4e5e-bf77-6bf470b01829,Trade measure,"['Mystery', 'Thriller', 'Adventure']",2000-07-22,8.3,24,12,Running,Weekly,Maria Silva,Serie,2025-02-26,2025-02-26
bc79e5cd-bd43-447c-bf46-700679f88677,Increase follow,"['Fantasy', 'Adventure', 'Mystery']",2009-02-23,2.1,155,13,Upcoming,Binge,Judith Jones,Serie,2025-02-26,2025-02-26
da90156e-9d16-45a7-996f-42940f5861b5,Sign resource example,['Action'],2001-10-16,1.6,163,12,Upcoming,Weekly,Sabrina Newton,Serie,2025-02-26,2025-02-26
ccbc7328-59f5-4c1a-93ba-14ddc764f5f9,Per our ago,"['Drama', 'Mystery']",2008-03-04,8.8,132,6,Running,Weekly,Michael Roberts,Serie,2025-02-26,2025-02-26
b5c8d026-aa22-426b-aff6-d48a19498233,Yes interview,"['Adventure', 'Thriller', 'Animation']",2004-08-05,1.4,47,17,Canceled,Hybrid,Sarah Fletcher,Serie,2025-02-26,2025-02-26
1dbfecc5-09e5-4c6c-945e-6677362c2cbe,Father,"['Sci-Fi', 'Comedy', 'Animation']",2023-07-06,1.2,25,14,Running,Binge,Elizabeth Wilson,Serie,2025-02-26,2025-02-26
d8f92ba8-c0d3-435f-ba77-4f26f88d1997,Campaign,"['Drama', 'Comedy']",2007-09-24,4.7,179,18,Running,Binge,Angela Keller,Serie,2025-02-26,2025-02-26
59676585-fff3-4533-b158-920c294d3c6c,Deal term,"['Adventure', 'Comedy']",2022-08-02,7.6,13,15,Canceled,Weekly,Shane Fernandez,Serie,2025-02-26,2025-02-26
0ae33dbe-781a-43d8-b0aa-51847059b6d6,And end government,['Thriller'],2022-06-22,8.5,113,4,Canceled,Weekly,Christina Vaughn,Serie,2025-02-26,2025-02-26
801108bf-7a02-46c9-b4a7-793cca5ef8d5,Race best would,['Comedy'],2009-09-03,9.4,48,16,Ended,Weekly,Austin Green,Serie,2025-02-26,2025-02-26
2ce55e53-8ab6-4073-bf71-36a618ce0440,Thing note middle every,"['Mystery', 'Thriller', 'Fantasy']",1998-03-04,1.4,158,16,Upcoming,Binge,Matthew Reynolds,Serie,2025-02-26,2025-02-26
3e6047d5-b6a2-403e-8412-d9d7e994de72,Two individual information poor,"['Thriller', 'Drama']",2008-09-27,9.3,164,4,Running,Weekly,Stephanie Phillips,Serie,2025-02-26,2025-02-26
0e4efb33-ce97-4add-ac5d-faa3213a5efe,Let,['Horror'],1997-07-21,1.2,25,8,Ended,Binge,Emma Wood,Serie,2025-02-26,2025-02-26
4b321937-78bc-454e-9f7f-2166dfb5613f,Training style,"['Animation', 'Action']",2023-05-12,1.6,158,17,Ended,Weekly,Jacob Lawrence,Serie,2025-02-26,2025-02-26
0ce7f02a-0a37-4f15-a50e-de0668224d2a,Which approach,['Horror'],2017-01-16,6.3,146,6,Ended,Binge,Mrs. Amanda Garrett,Serie,2025-02-26,2025-02-26
29cb0f99-7661-4c5a-88e1-ea4fdca16089,Move expert reason,"['Fantasy', 'Adventure', 'Thriller']",2022-03-22,1.6,53,5,Ended,Hybrid,Kellie Yang,Serie,2025-02-26,2025-02-26
5f8aae32-b656-4274-bbf5-5ee102003f89,Rest represent improve,"['Horror', 'Thriller', 'Adventure']",2014-01-11,3.0,78,14,Running,Binge,Timothy Swanson,Serie,2025-02-26,2025-02-26
65ff7d75-a34a-4607-9ee1-bf1065930f49,Television pattern,"['Adventure', 'Horror']",2024-08-04,6.2,90,8,Running,Binge,Jacob Allen,Serie,2025-02-26,2025-02-26
303756e7-2502-444d-bbf3-139db190ad6b,One step whom,"['Thriller', 'Action', 'Drama']",2024-04-05,3.7,196,16,Ended,Binge,Norman Frank,Serie,2025-02-26,2025-02-26
346d4170-cd0f-4c0e-b0d2-945a2a78b71e,Property leave,"['Comedy', 'Adventure', 'Sci-Fi']",2010-02-17,7.8,197,1,Canceled,Hybrid,Cory Black,Serie,2025-02-26,2025-02-26
d8494c0f-135f-4f31-ab8a-047988238e15,Let grow truth,"['Mystery', 'Animation']",2014-03-30,8.0,117,3,Canceled,Weekly,Charles Rodriguez,Serie,2025-02-26,2025-02-26
1b1b1ee4-6f4d-4015-89cf-bd2cc90dc068,Amount state,['Adventure'],2020-04-16,1.4,117,12,Running,Weekly,Dave Mendez,Serie,2025-02-26,2025-02-26
90a7b282-30f0-40cc-a2cb-c27ad2d30749,Apply likely thousand always,"['Animation', 'Action', 'Comedy']",2021-10-14,3.3,153,14,Ended,Binge,James Wolfe,Serie,2025-02-26,2025-02-26
f6b059c0-b148-4781-bb1b-99429d677b66,War conference will,['Comedy'],1999-04-24,4.8,117,6,Ended,Weekly,Larry Trevino,Serie,2025-02-26,2025-02-26
3807519e-90e0-4c91-96e2-559f828a034d,Guy strong,['Thriller'],2011-05-15,7.0,38,4,Running,Binge,Michelle Marshall,Serie,2025-02-26,2025-02-26
c7d91d79-52d0-4738-b8c3-c39af2956a12,Popular there necessary,"['Sci-Fi', 'Adventure', 'Animation']",2001-06-24,2.1,26,5,Canceled,Weekly,Jason Cook,Serie,2025-02-26,2025-02-26
69d28602-2b05-47b1-a870-e4033e9f5601,Price travel safe,"['Mystery', 'Animation']",2018-06-12,5.7,7,14,Ended,Hybrid,Tara Moreno,Serie,2025-02-26,2025-02-26
a7383d6b-f371-4923-a17b-a16d51bf4fd4,Term financial phone,"['Fantasy', 'Sci-Fi']",2012-12-14,8.8,79,10,Upcoming,Binge,Jessica Guzman,Serie,2025-02-26,2025-02-26
20b0f751-02dc-404b-b927-dfc03f7c4178,Hour chair maintain within,"['Thriller', 'Sci-Fi']",2021-01-13,5.2,133,3,Upcoming,Weekly,Patricia Winters,Serie,2025-02-26,2025-02-26
15e2d7fc-96b5-450d-b30a-4b51d960402b,Character ground see,['Animation'],2005-08-21,8.9,145,18,Running,Binge,Dr. Justin Sloan,Serie,2025-02-26,2025-02-26
728cba6c-4b66-4d22-8a39-3a98fbb3688d,Really,"['Thriller', 'Mystery']",1999-05-19,1.3,28,16,Running,Hybrid,Janice Roberts,Serie,2025-02-26,2025-02-26
dd407d73-46ae-4609-8bee-502c18d53056,Another out central,"['Fantasy', 'Thriller']",2017-05-24,8.0,7,6,Canceled,Weekly,Stephanie Clark,Serie,2025-02-26,2025-02-26
a88b9df1-200c-4c55-a8d8-3e6e26d86569,Debate ground,['Horror'],2014-01-15,5.1,130,11,Upcoming,Weekly,Thomas Edwards,Serie,2025-02-26,2025-02-26
171a3ed0-a273-4ee2-830f-90791b6e99be,Responsibility financial,"['Comedy', 'Drama']",2022-06-23,2.2,75,16,Ended,Weekly,Vanessa Hernandez,Serie,2025-02-26,2025-02-26
7553c031-9bfa-42ac-8311-fd72d52e0c74,Attack sort trade,['Fantasy'],2005-04-10,6.8,109,15,Ended,Binge,Julia Wade,Serie,2025-02-26,2025-02-26
1eb0fd5d-066a-40a0-9bf4-f886451408ff,There,['Comedy'],1995-12-20,8.2,117,8,Ended,Binge,Julia James,Serie,2025-02-26,2025-02-26
7a6276c3-c03a-4d44-9516-48bbed9d21c3,Report,"['Comedy', 'Action']",2002-09-26,7.4,149,1,Running,Weekly,Stephanie Johnson,Serie,2025-02-26,2025-02-26
aec0d5a2-5ccc-41a4-8854-a5f5ac1359f0,Capital measure,"['Action', 'Adventure', 'Mystery']",2003-09-12,1.2,135,2,Canceled,Binge,William Johnson,Serie,2025-02-26,2025-02-26
6d00aa72-7133-441f-9d2f-cb47eafb2f93,Determine while,"['Fantasy', 'Drama']",2009-07-25,2.1,121,3,Ended,Hybrid,Michael Potter,Serie,2025-02-26,2025-02-26
